user_id,history_purchases,coil_socio_1,coil_socio_2,coil_socio_3,coil_socio_4,coil_socio_5,coil_socio_6,coil_socio_7,coil_socio_8,coil_socio_9,coil_socio_10,coil_socio_11,coil_socio_12,coil_socio_13,coil_socio_14,coil_socio_15,coil_socio_16,coil_socio_17,coil_socio_18,coil_socio_19,coil_socio_20,coil_socio_21,coil_socio_22,coil_socio_23,coil_socio_24,coil_socio_25,coil_socio_26,coil_socio_27,coil_socio_28,coil_socio_29,coil_socio_30,coil_socio_31,coil_socio_32,coil_socio_33,coil_socio_34,coil_socio_35,coil_socio_36,coil_socio_37,coil_socio_38,coil_socio_39,coil_socio_40,coil_socio_41,coil_socio_42,coil_socio_43,social_category_idx,age_group_idx,avg_income_level,car_ownership,household_size,religion_idx,marital_status_idx,has_caravan
UCI002208,"V号码人寿储蓄险,KK号码丧葬险",3.0,1.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0.0,4.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,9.0,6.0,2.0,2.0,5.0,4.0,0.0,5.0,3.0,1.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002209,KK号码丧葬险,9.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,8.0,6.0,2.0,2.0,6.0,3.0,1.0,4.0,4.0,1.0,0.0,4.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI002210,,23.0,1.0,2.0,2.0,5.0,2.0,4.0,2.0,4.0,7.0,1.0,2.0,6.0,0.0,3.0,1.0,8.0,0.0,3.0,0.0,0.0,1.0,1.0,5.0,0.0,3.0,6.0,1.0,0.0,6.0,3.0,7.0,1.0,2.0,6.0,3.0,4.0,4.0,2.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002211,,36.0,1.0,2.0,4.0,8.0,2.0,5.0,0.0,3.0,9.0,0.0,0.0,0.0,6.0,3.0,0.0,5.0,4.0,2.0,0.0,0.0,7.0,0.0,0.0,2.0,3.0,2.0,4.0,0.0,3.0,6.0,7.0,0.0,2.0,6.0,3.0,2.0,4.0,4.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002212,"Y号码特殊车险,DD号码农机责任险,KK号码丧葬险",41.0,1.0,4.0,2.0,10.0,1.0,5.0,1.0,3.0,6.0,1.0,3.0,0.0,3.0,6.0,0.0,2.0,7.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,2.0,6.0,2.0,0.0,2.0,7.0,6.0,1.0,2.0,6.0,3.0,0.0,0.0,9.0,0.0,0.0,5.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI002213,PP号码收入保护险,10.0,1.0,3.0,2.0,3.0,2.0,4.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,9.0,5.0,4.0,0.0,2.0,7.0,0.0,5.0,5.0,0.0,0.0,4.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002214,"S号码亲属责任险,NN号码家庭险",1.0,1.0,3.0,4.0,1.0,1.0,5.0,1.0,3.0,6.0,1.0,2.0,0.0,4.0,5.0,8.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,9.0,7.0,2.0,1.0,5.0,4.0,0.0,1.0,5.0,4.0,1.0,7.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002215,FF号码拖车险,32.0,1.0,2.0,3.0,7.0,0.0,5.0,1.0,3.0,6.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,1.0,5.0,3.0,9.0,0.0,7.0,0.0,2.0,9.0,0.0,6.0,2.0,1.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002216,V号码人寿储蓄险,23.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,8.0,1.0,6.0,0.0,3.0,8.0,1.0,4.0,2.0,3.0,0.0,1.0,5.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002217,"X号码火灾盗窃险,Y号码特殊车险",11.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,6.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,0.0,2.0,0.0,4.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,7.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002218,FF号码拖车险,38.0,1.0,2.0,4.0,9.0,0.0,4.0,0.0,5.0,7.0,0.0,2.0,2.0,6.0,2.0,3.0,5.0,1.0,6.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,6.0,3.0,7.0,2.0,0.0,3.0,6.0,2.0,4.0,4.0,1.0,0.0,5.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI002219,,33.0,1.0,3.0,2.0,8.0,0.0,5.0,1.0,3.0,7.0,0.0,2.0,1.0,2.0,6.0,1.0,2.0,7.0,1.0,0.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,6.0,1.0,1.0,8.0,8.0,0.0,1.0,8.0,1.0,0.0,4.0,5.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002220,FF号码拖车险,27.0,1.0,1.0,5.0,6.0,0.0,5.0,0.0,4.0,3.0,1.0,5.0,7.0,2.0,0.0,1.0,4.0,5.0,4.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,9.0,0.0,7.0,0.0,2.0,9.0,0.0,2.0,7.0,1.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002221,KK号码丧葬险,8.0,1.0,3.0,3.0,2.0,1.0,7.0,0.0,1.0,6.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,9.0,6.0,3.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,0.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002222,"A号码次标准车险,V号码人寿储蓄险,KK号码丧葬险",26.0,1.0,1.0,6.0,6.0,0.0,5.0,2.0,2.0,2.0,1.0,7.0,7.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,6.0,3.0,9.0,0.0,1.0,0.0,8.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002223,"Y号码特殊车险,KK号码丧葬险",8.0,1.0,3.0,3.0,2.0,1.0,7.0,0.0,1.0,6.0,0.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,0.0,0.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,0.0,0.0,9.0,6.0,3.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,0.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,1
UCI002224,"S号码亲属责任险,NN号码家庭险",8.0,1.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,7.0,1.0,2.0,0.0,3.0,6.0,3.0,5.0,1.0,3.0,1.0,0.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,8.0,7.0,0.0,2.0,5.0,4.0,1.0,3.0,5.0,1.0,1.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002225,Y号码特殊车险,33.0,1.0,3.0,3.0,8.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,7.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,4.0,6.0,1.0,2.0,7.0,2.0,2.0,4.0,3.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002226,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",10.0,1.0,4.0,3.0,3.0,0.0,5.0,2.0,3.0,7.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,3.0,4.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,8.0,8.0,0.0,1.0,5.0,4.0,0.0,5.0,4.0,0.0,0.0,4.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002227,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",22.0,1.0,2.0,3.0,5.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,6.0,2.0,0.0,0.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,0.0,9.0,0.0,7.0,2.0,1.0,7.0,2.0,3.0,1.0,6.0,1.0,0.0,4.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI002228,FF号码拖车险,35.0,1.0,2.0,4.0,8.0,0.0,4.0,0.0,5.0,3.0,0.0,6.0,5.0,2.0,2.0,1.0,2.0,7.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,4.0,5.0,1.0,2.0,7.0,5.0,1.0,4.0,7.0,2.0,1.0,4.0,5.0,0.0,0.0,4.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI002229,Y号码特殊车险,33.0,2.0,3.0,3.0,8.0,0.0,4.0,2.0,3.0,7.0,0.0,2.0,0.0,2.0,7.0,0.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,9.0,7.0,0.0,2.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002230,V号码人寿储蓄险,1.0,1.0,2.0,4.0,1.0,0.0,6.0,2.0,2.0,9.0,0.0,0.0,1.0,8.0,1.0,7.0,2.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,8.0,6.0,3.0,0.0,0.0,9.0,1.0,0.0,5.0,4.0,0.0,8.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002231,Y号码特殊车险,33.0,1.0,2.0,3.0,8.0,0.0,3.0,3.0,4.0,6.0,1.0,2.0,1.0,2.0,7.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,1.0,1.0,6.0,3.0,9.0,0.0,7.0,0.0,2.0,7.0,2.0,7.0,2.0,1.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002232,,8.0,1.0,4.0,3.0,2.0,2.0,5.0,1.0,2.0,8.0,1.0,1.0,0.0,3.0,6.0,3.0,4.0,2.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,8.0,8.0,0.0,1.0,4.0,5.0,1.0,4.0,4.0,1.0,1.0,4.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002233,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",27.0,1.0,1.0,5.0,6.0,2.0,5.0,2.0,0.0,0.0,0.0,9.0,7.0,2.0,0.0,2.0,1.0,7.0,2.0,0.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,4.0,8.0,1.0,0.0,0.0,9.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002234,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",33.0,1.0,3.0,3.0,8.0,0.0,1.0,3.0,5.0,7.0,0.0,2.0,1.0,1.0,8.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,5.0,3.0,9.0,0.0,5.0,2.0,3.0,7.0,2.0,1.0,6.0,3.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002235,"V号码人寿储蓄险,KK号码丧葬险",12.0,1.0,4.0,2.0,3.0,0.0,7.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,4.0,2.0,0.0,0.0,2.0,5.0,0.0,2.0,0.0,3.0,5.0,0.0,4.0,5.0,9.0,0.0,0.0,7.0,2.0,0.0,4.0,5.0,0.0,0.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002236,"Y号码特殊车险,CC号码农用拖拉机险",8.0,1.0,2.0,4.0,2.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,2.0,5.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,5.0,4.0,1.0,9.0,0.0,7.0,0.0,2.0,5.0,4.0,4.0,4.0,2.0,0.0,0.0,3.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002237,Y号码特殊车险,31.0,1.0,3.0,3.0,7.0,2.0,2.0,0.0,5.0,6.0,1.0,3.0,3.0,1.0,6.0,0.0,1.0,8.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,3.0,4.0,6.0,3.0,6.0,0.0,3.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002238,"V号码人寿储蓄险,KK号码丧葬险",22.0,1.0,2.0,3.0,5.0,1.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,6.0,1.0,3.0,8.0,1.0,2.0,5.0,3.0,1.0,0.0,4.0,2.0,0,0,0.0,0.0,0.0,0,0,0
UCI002239,,22.0,1.0,2.0,2.0,5.0,2.0,3.0,0.0,5.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,3.0,1.0,1.0,5.0,9.0,0.0,5.0,0.0,4.0,9.0,0.0,5.0,3.0,2.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002240,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险,OO号码个人责任险",34.0,1.0,4.0,3.0,8.0,0.0,4.0,1.0,5.0,6.0,2.0,2.0,0.0,4.0,5.0,0.0,4.0,5.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,4.0,6.0,2.0,2.0,8.0,1.0,0.0,0.0,4.0,5.0,0.0,7.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002241,"W号码汽车险,JJ号码学生险,KK号码丧葬险",12.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,5.0,9.0,0.0,0.0,0.0,3.0,6.0,1.0,7.0,2.0,1.0,1.0,0.0,8.0,1.0,1.0,1.0,2.0,2.0,5.0,0.0,5.0,4.0,6.0,1.0,3.0,5.0,4.0,2.0,6.0,2.0,0.0,0.0,3.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002242,FF号码拖车险,41.0,1.0,1.0,2.0,10.0,1.0,4.0,1.0,4.0,7.0,1.0,2.0,5.0,4.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,5.0,4.0,0.0,0.0,9.0,6.0,2.0,1.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,5.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI002243,"Y号码特殊车险,KK号码丧葬险",33.0,1.0,2.0,4.0,8.0,1.0,4.0,4.0,2.0,5.0,0.0,4.0,4.0,5.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,0.0,1.0,6.0,2.0,3.0,6.0,5.0,1.0,4.0,9.0,0.0,1.0,7.0,2.0,0.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002244,,33.0,1.0,3.0,2.0,8.0,2.0,7.0,0.0,0.0,7.0,1.0,2.0,1.0,4.0,5.0,0.0,3.0,6.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,0.0,9.0,6.0,2.0,2.0,5.0,4.0,0.0,7.0,2.0,1.0,0.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002245,V号码人寿储蓄险,11.0,2.0,2.0,5.0,3.0,2.0,4.0,4.0,0.0,5.0,0.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,0.0,0.0,4.0,0.0,9.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002246,"V号码人寿储蓄险,KK号码丧葬险",38.0,1.0,3.0,3.0,9.0,1.0,5.0,1.0,3.0,5.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,7.0,2.0,3.0,5.0,1.0,1.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI002247,"V号码人寿储蓄险,KK号码丧葬险",5.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,7.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002248,Y号码特殊车险,13.0,1.0,3.0,2.0,3.0,0.0,5.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,5.0,1.0,6.0,2.0,1.0,0.0,0.0,5.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,8.0,1.0,8.0,0.0,1.0,9.0,0.0,4.0,4.0,2.0,0.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002249,FF号码拖车险,33.0,1.0,3.0,3.0,8.0,1.0,4.0,2.0,3.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,7.0,4.0,4.0,2.0,7.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002250,,34.0,2.0,2.0,4.0,8.0,0.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,0.0,3.0,6.0,1.0,0.0,5.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,1.0,7.0,2.0,2.0,5.0,1.0,2.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002251,Y号码特殊车险,8.0,1.0,2.0,4.0,2.0,0.0,4.0,0.0,5.0,7.0,0.0,2.0,2.0,6.0,2.0,3.0,5.0,1.0,6.0,1.0,0.0,2.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,6.0,3.0,7.0,2.0,0.0,3.0,6.0,2.0,4.0,4.0,1.0,0.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002252,Y号码特殊车险,26.0,1.0,1.0,5.0,6.0,0.0,5.0,0.0,4.0,5.0,0.0,4.0,5.0,4.0,0.0,1.0,3.0,6.0,2.0,0.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,9.0,0.0,5.0,0.0,4.0,9.0,0.0,3.0,6.0,1.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002253,Y号码特殊车险,36.0,1.0,2.0,4.0,8.0,0.0,5.0,0.0,5.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,5.0,5.0,0.0,9.0,0.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002254,KK号码丧葬险,33.0,2.0,3.0,3.0,8.0,0.0,4.0,2.0,3.0,7.0,0.0,2.0,0.0,2.0,7.0,0.0,2.0,7.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,9.0,7.0,0.0,2.0,9.0,0.0,3.0,6.0,0.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002255,KK号码丧葬险,1.0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,7.0,6.0,0.0,3.0,5.0,3.0,2.0,3.0,4.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,9.0,9.0,0.0,0.0,2.0,7.0,2.0,2.0,5.0,0.0,0.0,4.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002256,V号码人寿储蓄险,30.0,1.0,2.0,4.0,7.0,0.0,5.0,0.0,4.0,5.0,1.0,4.0,4.0,2.0,3.0,0.0,3.0,6.0,0.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,4.0,2.0,3.0,3.0,6.0,5.0,0.0,4.0,9.0,0.0,6.0,2.0,1.0,1.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0,0,0
UCI002257,,13.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,5.0,7.0,1.0,1.0,0.0,4.0,5.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,6.0,2.0,2.0,8.0,1.0,0.0,4.0,5.0,0.0,0.0,5.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002258,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",5.0,2.0,2.0,5.0,1.0,0.0,4.0,2.0,3.0,5.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,5.0,0.0,4.0,5.0,5.0,0.0,4.0,5.0,4.0,1.0,3.0,5.0,1.0,0.0,5.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002259,Y号码特殊车险,10.0,1.0,3.0,2.0,3.0,1.0,6.0,0.0,3.0,6.0,1.0,2.0,0.0,0.0,9.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,6.0,3.0,0.0,9.0,0.0,6.0,3.0,1.0,5.0,4.0,4.0,3.0,2.0,2.0,0.0,4.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002260,V号码人寿储蓄险,33.0,1.0,2.0,4.0,8.0,0.0,7.0,2.0,0.0,5.0,2.0,2.0,2.0,6.0,2.0,0.0,3.0,6.0,5.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,6.0,3.0,6.0,0.0,0.0,0.0,2.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002261,V号码人寿储蓄险,1.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,0.0,9.0,0.0,0.0,2.0,5.0,4.0,4.0,3.0,2.0,6.0,0.0,0.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,9.0,5.0,4.0,0.0,0.0,9.0,0.0,0.0,8.0,1.0,0.0,5.0,8.0,0,0,0.0,0.0,0.0,0,0,0
UCI002262,Y号码特殊车险,8.0,1.0,3.0,3.0,2.0,1.0,5.0,1.0,4.0,6.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,8.0,8.0,1.0,0.0,6.0,3.0,1.0,3.0,5.0,1.0,0.0,5.0,7.0,0,0,0.0,0.0,0.0,0,0,0
UCI002263,,33.0,2.0,3.0,3.0,8.0,0.0,4.0,0.0,5.0,7.0,0.0,2.0,2.0,1.0,6.0,0.0,2.0,7.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,6.0,2.0,4.0,5.0,5.0,2.0,3.0,8.0,1.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002264,"A号码次标准车险,V号码人寿储蓄险,KK号码丧葬险",39.0,1.0,2.0,3.0,9.0,0.0,5.0,1.0,3.0,7.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,6.0,9.0,0.0,0.0,5.0,4.0,2.0,4.0,3.0,2.0,0.0,5.0,5.0,0,0,0.0,0.0,0.0,0,0,0
UCI002265,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",9.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,7.0,1.0,2.0,2.0,3.0,5.0,1.0,7.0,1.0,4.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,4.0,1.0,0.0,6.0,3.0,7.0,1.0,2.0,4.0,5.0,3.0,4.0,3.0,1.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
UCI002266,,23.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,6.0,2.0,1.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0,8.0,1.0,5.0,0.0,4.0,8.0,1.0,6.0,2.0,1.0,0.0,1.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002267,"V号码人寿储蓄险,Y号码特殊车险,KK号码丧葬险",13.0,1.0,3.0,3.0,3.0,0.0,7.0,1.0,2.0,8.0,0.0,1.0,1.0,4.0,5.0,0.0,5.0,4.0,2.0,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,9.0,6.0,2.0,2.0,5.0,4.0,0.0,3.0,6.0,0.0,0.0,4.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002268,"P号码剩余价值险,AA号码法律费用险,KK号码丧葬险",29.0,1.0,2.0,3.0,7.0,1.0,6.0,0.0,3.0,5.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,6.0,3.0,0.0,0.0,2.0,0.0,4.0,2.0,1.0,3.0,4.0,1.0,5.0,4.0,7.0,1.0,2.0,7.0,2.0,4.0,4.0,2.0,0.0,0.0,3.0,3.0,0,0,0.0,0.0,0.0,0,0,0
UCI002269,,3.0,1.0,2.0,4.0,1.0,0.0,5.0,2.0,3.0,5.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,6.0,1.0,3.0,6.0,3.0,4.0,2.0,3.0,1.0,0.0,3.0,6.0,0,0,0.0,0.0,0.0,0,0,0
UCI002270,"S号码亲属责任险,NN号码家庭险",37.0,1.0,2.0,3.0,8.0,2.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,3.0,7.0,1.0,2.0,7.0,2.0,3.0,4.0,3.0,1.0,0.0,3.0,4.0,0,0,0.0,0.0,0.0,0,0,0
